id,sno,state,city,format_type,store_code,store_name,company_name,gst_in,state_code,address,superwisor,coordinator,afm,ship_ddress,ship_name,ship_state,ship_gst,costcenter
,1,Telangana,Sangareddy,Smart,2925,Sangareddy,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"Degloor Road · Plot No 3, Sy No 205/2, 206/1 Ahmed Nagar Sangareddy, 502001",Sravan kumar,Sravan kumar,Amarender Reddy,"Degloor Road · Plot No 3, Sy No 205/2, 206/1 Ahmed Nagar Sangareddy, 502001",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Sangareddy
,2,Telangana,Hyderabad,Digital,8827,Madinaguda,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,", Reliance Digital Madinaguda Hyderabad, Satyanarayan Enclave, NH 9 Madinaguda Hyderabad, Telangana - 500032",Sravan kumar,Sravan kumar,Amarender Reddy,", Reliance Digital Madinaguda Hyderabad, Satyanarayan Enclave, NH 9 Madinaguda Hyderabad, Telangana - 500032",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,3,Telangana,Hyderabad,Trends Footwear,8149,Madinaguda,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"SM:Azam-9177701328,""Satyanarayana Enclave, Sy.Nos.105 & 106/AA, Madinaguda Village, Serilingampally Mandal & Municipality, Ranga Reddy Dist.",Sravan kumar,Sravan kumar,Amarender Reddy,"SM:Azam-9177701328,""Satyanarayana Enclave, Sy.Nos.105 & 106/AA, Madinaguda Village, Serilingampally Mandal & Municipality, Ranga Reddy Dist.",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,4,Telangana,Hyderabad,Centro,F1LI,GSM Mall,V Retail Limited,36AACCV9907G1Z2,36,"Miyapur, Hyderabad · Survey No 44/1, Rangareddy, Serilingampally Miyapur Hyderabad, Telangana - 500049",Vijay pramod,Vijay pramod,Amarender Reddy,"Miyapur, Hyderabad · Survey No 44/1, Rangareddy, Serilingampally Miyapur Hyderabad, Telangana - 500049",V Retail Limited,Telangana,36AACCV9907G1Z2,Hyderabad
,5,Telangana,Hyderabad,Fashion Factory,F1XD,Lingampally,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"BF-HYDERABAD-LINGAMPALLY-RAMAC,LINGAMPALLY CROSS ROAD,OP:BHEL MAIN GATE,BESIDE MALLIKARJUNA SERST(HP PETROLPUMP),HYDERABAD-502032",Sravan kumar,Sravan kumar,Amarender Reddy,"BF-HYDERABAD-LINGAMPALLY-RAMAC,LINGAMPALLY CROSS ROAD,OP:BHEL MAIN GATE,BESIDE MALLIKARJUNA SERST(HP PETROLPUMP),HYDERABAD-502032",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,6,Telangana,Korutla,Smart Point,FR6K,Koratla,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"VLT NO 1-4-200/1,Desai Nagar, Korutla - 505326",M Shivaji,M Shivaji,Amarender Reddy,"VLT NO 1-4-200/1,Desai Nagar, Korutla - 505326",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Korutla
,7,Telangana,Jagityal,Smart Point,FR9I,Jagityal,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"Plot-12&13,Mothe,Dharmapuri Bypass Road, Jagityal - 505327",M Shivaji,M Shivaji,Amarender Reddy,"Plot-12&13,Mothe,Dharmapuri Bypass Road, Jagityal - 505327",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Jagityal
,8,Telangana,Hyderabad,Milk Basket DC,TXJA,Patancheru (9008),Qwik Supply Chain Private Limited,36AAACF5232A1ZA,36,"MB Hyderabad,Reliance Retail Limited,""Plot No.11 To 15, Sy No.860 And 861"",""Industrial Development Area,Phase-Iv "",""Patancheru, Medak"",Hyderabad-502319",Sravan kumar,Sravan kumar,Amarender Reddy,"MB Hyderabad,Reliance Retail Limited,""Plot No.11 To 15, Sy No.860 And 861"",""Industrial Development Area,Phase-Iv "",""Patancheru, Medak"",Hyderabad-502319",Qwik Supply Chain Private Limited,Telangana,36AAACF5232A1ZA,Hyderabad
,9,Telangana,Jagityal,Digital,T1JO,Krishna Nagar,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"RRL CDIT- Krishna Nagar, D N 1-2-48 Main Road, Angadi Bazar Jagtiyal Town, Telegana 505327",M Shivaji,M Shivaji,Amarender Reddy,"RRL CDIT- Krishna Nagar, D N 1-2-48 Main Road, Angadi Bazar Jagtiyal Town, Telegana 505327",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Jagityal
,10,Telangana,Medak,Trends Small Town,T80R,Ramayanpet,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"H No 16 32/3 Sy No 71/B Gf & Ff, Siddipet Road, Medak, Ramayampet 502101, TG",Sravan kumar,Sravan kumar,Amarender Reddy,"H No 16 32/3 Sy No 71/B Gf & Ff, Siddipet Road, Medak, Ramayampet 502101, TG",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Medak
,11,Telangana,Hyderabad,Centro Shoes,T9IE,Centro Chandanagar,V Retail Limited,36AACCV9907G1Z2,36,"2-108/A/B PLOT NO 92, SRIRAM NAGAR COLONY,CHANDA NAGAR,HYDERABAD,500050.",Sravan kumar,Sravan kumar,Amarender Reddy,"2-108/A/B PLOT NO 92, SRIRAM NAGAR COLONY,CHANDA NAGAR,HYDERABAD,500050.",V Retail Limited,Telangana,36AACCV9907G1Z2,Hyderabad
,12,Telangana,Hyderabad,Centro Shoes,T9KL,Shoe Store GSM Mall,V Retail Limited,36AACCV9907G1Z2,36,"Unit No. 01 SY No. 99 Part A and SY No.100 Part, Second Floor, GSM MALL CUM MULTIPLEX,Madinaguda, Serilingampally Mandal, Rangareddy, Telangana, 500049",Sravan kumar,Sravan kumar,Amarender Reddy,"Unit No. 01 SY No. 99 Part A and SY No.100 Part, Second Floor, GSM MALL CUM MULTIPLEX,Madinaguda, Serilingampally Mandal, Rangareddy, Telangana, 500049",V Retail Limited,Telangana,36AACCV9907G1Z2,Hyderabad
,13,Telangana,SANGAREDDY,Digital,T9RJ,SANGAREDDY,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"Building? Bearing Plot No 3 Covered, By Sy No 205/2206/1 In The Situated At, Sangareddy Town Mandal, SANGAREDDY 502001",Sravan kumar,Sravan kumar,Amarender Reddy,"Building? Bearing Plot No 3 Covered, By Sy No 205/2206/1 In The Situated At, Sangareddy Town Mandal, SANGAREDDY 502001",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,SANGAREDDY
,14,Telangana,Hyderabad,Trends Small Town,TAN2,Chanda nagar,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"Reliance Retail Ltd, Sy No 160/A,Chandanagar, Serilingampalli Mandal, Dist.Rangareddy, Telangana - 500050",Sravan kumar,Sravan kumar,Amarender Reddy,"Reliance Retail Ltd, Sy No 160/A,Chandanagar, Serilingampalli Mandal, Dist.Rangareddy, Telangana - 500050",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,15,Telangana,Hyderabad,Trends,TAUE,Beeramguda,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"To Reliance Trends store, SS ARCADE Ammenpur ,SY No 984/B, Ammenpur Village & Mandal. -502032, Sanga Reddy, Telangana",Sravan kumar,Sravan kumar,Amarender Reddy,"To Reliance Trends store, SS ARCADE Ammenpur ,SY No 984/B, Ammenpur Village & Mandal. -502032, Sanga Reddy, Telangana",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,16,Telangana,Hyderabad,Hamleys,TJU3,GSM Mall,Reliance Brands Limited,36AADCR7395F1Z1,36,"Anchor Part, Fourth Floor, GSM Mall Cum Multiplex, Survey No.99 Part A and Survey No.100 Part, Madinaguda, Serillingampally Mandal, R.R. District, Chand Nagar, Hyderabad, Telangana-500050",Sravan kumar,Sravan kumar,Amarender Reddy,"Anchor Part, Fourth Floor, GSM Mall Cum Multiplex, Survey No.99 Part A and Survey No.100 Part, Madinaguda, Serillingampally Mandal, R.R. District, Chand Nagar, Hyderabad, Telangana-500050",Reliance Brands Limited,Telangana,36AADCR7395F1Z1,Hyderabad
,17,Telangana,Korutla,Trends Small Town,TL89,Koratla,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"RRL Trends Express Koratla,GOVINDAGIRI NAGAR, KORUTLA,JAGITYAL DISTRICT Telangana,Koratla-505326",M Shivaji,M Shivaji,Amarender Reddy,"RRL Trends Express Koratla,GOVINDAGIRI NAGAR, KORUTLA,JAGITYAL DISTRICT Telangana,Koratla-505326",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Korutla
,18,Telangana,Metpally,Trends Small Town,TLU9,Metpally,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"RRL, Trends Small Town, Reliance Retail Limited, D.no. 1-8-252, Old Bus stand Road, Near Anand Shopping Mall, Metpally, Telangana - 505325",M Shivaji,M Shivaji,Amarender Reddy,"RRL, Trends Small Town, Reliance Retail Limited, D.no. 1-8-252, Old Bus stand Road, Near Anand Shopping Mall, Metpally, Telangana - 505325",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Metpally
,19,Telangana,Hyderabad,SP Pharma SIS,TNQ8,Uskabavi Village,Reliance Retail Ventures Limited,36AADCR6715M1Z0,36,"SP Pharma Uskabavi Village Hyd,Plot No 5 Sy Nos 944/A 941/A1 898/D in Uskabavi Village Ameenpur Municipality & Sangareddy District,HYDERABAD-502032",Sravan kumar,Sravan kumar,Amarender Reddy,"SP Pharma Uskabavi Village Hyd,Plot No 5 Sy Nos 944/A 941/A1 898/D in Uskabavi Village Ameenpur Municipality & Sangareddy District,HYDERABAD-502032",Reliance Retail Ventures Limited,Telangana,36AADCR6715M1Z0,Hyderabad
,20,Telangana,Hyderabad,SP Pharma SIS,TNX0,Ameenpur Village,Reliance Retail Ventures Limited,36AADCR6715M1Z0,36,"SP Pharma Ameenpur Village,Plot No 7822 & 23 covered by Sy No 442,574/ Part 575 578 Ameenpur Village &Mandal Sangareddy Distrcit,HYDERABAD-502032",Sravan kumar,Sravan kumar,Amarender Reddy,"SP Pharma Ameenpur Village,Plot No 7822 & 23 covered by Sy No 442,574/ Part 575 578 Ameenpur Village &Mandal Sangareddy Distrcit,HYDERABAD-502032",Reliance Retail Ventures Limited,Telangana,36AADCR6715M1Z0,Hyderabad
,21,Telangana,Hyderabad,Foot print SIS,TPG4,GSM Mall,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"RRL FIF GSM Mall Hyderabad,Reliance Retail Limited,AP SM HYD 268,GSM Mall Miyapur Main Road,MadinagudaChandanagar,HYDERABAD-500050",Sravan kumar,Sravan kumar,Amarender Reddy,"RRL FIF GSM Mall Hyderabad,Reliance Retail Limited,AP SM HYD 268,GSM Mall Miyapur Main Road,MadinagudaChandanagar,HYDERABAD-500050",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,22,Telangana,Jagityal,Trends,TQE6,Jagityal,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,Groundfirstsecond And Third Floors Covered By Door No 1 5 Ka0006 Sy No 146/A Situate In Jagtiyal Town And Mandal505327,M Shivaji,M Shivaji,Amarender Reddy,Groundfirstsecond And Third Floors Covered By Door No 1 5 Ka0006 Sy No 146/A Situate In Jagtiyal Town And Mandal505327,Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Jagityal
,23,Telangana,Hyderabad,Trends,TR93,GSM Mall,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"RRL Trends GSM Mall Hyderabad,Reliance Retail Limited,GSM Mall Miyapur Main Road,Madinaguda Chandanagar-500050,HYDERABAD",Sravan kumar,Sravan kumar,Amarender Reddy,"RRL Trends GSM Mall Hyderabad,Reliance Retail Limited,GSM Mall Miyapur Main Road,Madinaguda Chandanagar-500050,HYDERABAD",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,24,Telangana,Sangareddy,Trends,TS18,Sangareddy,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"Trends Sangareddy,Reliance retail limited,SY No.139 pottireddypalli,sangareddy mandal,sangareddy-502295",Sravan kumar,Sravan kumar,Amarender Reddy,"Trends Sangareddy,Reliance retail limited,SY No.139 pottireddypalli,sangareddy mandal,sangareddy-502295",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Sangareddy
,25,Telangana,Toopran,Trends Small Town,TTO8,Toopran,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"RRL, Trends Small Town, Reliance Retail Limited, D.no. 13-44/3/B, Toopran Town and Mandal, Medak, Telangana - 502334",Sravan kumar,Sravan kumar,Amarender Reddy,"RRL, Trends Small Town, Reliance Retail Limited, D.no. 13-44/3/B, Toopran Town and Mandal, Medak, Telangana - 502334",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Toopran
,26,Telangana,Sangareddy,Foot print SIS,TW98,Sangareddy,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"RRL FIF Sangareddy,Reliance Retail Limited,Sy No 139 Potireddypally,Sangareddy,Sangareddy Mandal-502295",Sravan kumar,Sravan kumar,Amarender Reddy,"RRL FIF Sangareddy,Reliance Retail Limited,Sy No 139 Potireddypally,Sangareddy,Sangareddy Mandal-502295",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Sangareddy
,27,Telangana,Metpally,SP Pharma SIS,TWHN,Venkatraopet Metpally,Reliance Retail Ventures Limited,36AADCR6715M1Z0,36,"Venkatravpet matpally SP,metpally,NH-63 Road,Telangana,Pin:-505325",M Shivaji,M Shivaji,Amarender Reddy,"Venkatravpet matpally SP,metpally,NH-63 Road,Telangana,Pin:-505325",Reliance Retail Ventures Limited,Telangana,36AADCR6715M1Z0,Metpally
,28,Telangana,Bhramanwadi Jagtial,SP Pharma SIS,TWIO,Bhramanwadi Jagtial,Reliance Retail Ventures Limited,36AADCR6715M1Z0,36,Groundfirstsecond And Third Floors Covered By Door No 1 5 Ka0006 Sy No 146/A Situate In Jagtiyal Town And Mandal505327,Sravan kumar,Sravan kumar,Amarender Reddy,Groundfirstsecond And Third Floors Covered By Door No 1 5 Ka0006 Sy No 146/A Situate In Jagtiyal Town And Mandal505327,Reliance Retail Ventures Limited,Telangana,36AADCR6715M1Z0,Bhramanwadi Jagtial
,29,Telangana,Sangareddy,Trends Small Town,TX5Y,Narayankhed,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"To Relinace Trends,Ho no : 1-9-165/9/3,Basaveshwar Chowck,Kharsgutti road,Narayankhed ,Dist: Sangareddy,State: Telangana,Pin : 502286",Sravan kumar,Sravan kumar,Amarender Reddy,"To Relinace Trends,Ho no : 1-9-165/9/3,Basaveshwar Chowck,Kharsgutti road,Narayankhed ,Dist: Sangareddy,State: Telangana,Pin : 502286",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Sangareddy
,30,Telangana,Hyderabad,Kalanikethan,TY5U,Chanda Nagar,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"KFPL CHANDANAGAR VRK,Reliance Retail Limited,Tekar S Shopping Mall 2 105/1/9 2 105/1,Plot No 205 Near Gangaram,Bus Stand Chandanagar Nh 9 Ghmc,Hyderabad-500050",Sravan kumar,Sravan kumar,Amarender Reddy,"KFPL CHANDANAGAR VRK,Reliance Retail Limited,Tekar S Shopping Mall 2 105/1/9 2 105/1,Plot No 205 Near Gangaram,Bus Stand Chandanagar Nh 9 Ghmc,Hyderabad-500050",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,31,Telangana,Hyderabad,Kalanikethan,TY9M,Chanda Nagar,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"KFPL Chanda Nagar Kamakshi,Reliance Retail Limited,H No 2 108/A/2/2 And 2 108/A/21,H No 2 108/A/2/2 And 2 108/A/21,Mora Padma Reddy Complex,Icrisat Colony Chandanagar Nh 9,Hyderabad-500050",Sravan kumar,Sravan kumar,Amarender Reddy,"KFPL Chanda Nagar Kamakshi,Reliance Retail Limited,H No 2 108/A/2/2 And 2 108/A/21,H No 2 108/A/2/2 And 2 108/A/21,Mora Padma Reddy Complex,Icrisat Colony Chandanagar Nh 9,Hyderabad-500050",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,32,Telangana,Jagityal,Smart Point,U11W,Jagityal,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,Bhramanwadi Jagtial Hari Bhagwans Property Bhramanwadi Near Goutham Model School Old Bus Stand Jagtial Telangana-505327,M Shivaji,M Shivaji,Amarender Reddy,Bhramanwadi Jagtial Hari Bhagwans Property Bhramanwadi Near Goutham Model School Old Bus Stand Jagtial Telangana-505327,Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Jagityal
,33,Telangana,Hyderabad,Smart Point,U193,Ameenpur Village,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"Plot No 7822 & 23 covered by Sy No 442, 574/ Part 575 578 Ameenpur Village & Mandal Sangareddy Distrcit HYDERABAD 502032 Telangana",Sravan kumar,Sravan kumar,Amarender Reddy,"Plot No 7822 & 23 covered by Sy No 442, 574/ Part 575 578 Ameenpur Village & Mandal Sangareddy Distrcit HYDERABAD 502032 Telangana",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,34,Telangana,Metpally,Smart Point,U1JQ,Metpally,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"Venkatravpet matpally SP,metpally,NH-63 Road,Telangana,Pin:-505325",M Shivaji,M Shivaji,Amarender Reddy,"Venkatravpet matpally SP,metpally,NH-63 Road,Telangana,Pin:-505325",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Metpally
,35,Telangana,Hyderabad,Smart Point,U245,Uskabavi Village,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"Plot No 5 Sy Nos 944/A, 941/A1, 898/D in Uskabavi Village, Ameenpur Municipality & Sangareddy District ,  Hyderabad 502032  Telangana",Sravan kumar,Sravan kumar,Amarender Reddy,"Plot No 5 Sy Nos 944/A, 941/A1, 898/D in Uskabavi Village, Ameenpur Municipality & Sangareddy District ,  Hyderabad 502032  Telangana",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,36,Telangana,Medak,Smart Point,U3NU,Medak,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,Arjuns Property H No 1 12 48 Beside Head Post Office Jambikunta Street Medak Medak District MEDAK 502110 Telangana,Sravan kumar,Sravan kumar,Amarender Reddy,Arjuns Property H No 1 12 48 Beside Head Post Office Jambikunta Street Medak Medak District MEDAK 502110 Telangana,Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Medak
,37,Telangana,Korutla,Smart Point,U3RU,Korutla,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"House No 1 1 25 2 Jagtial Road, Opposite Amrutha Appartment, Korutla Jagtial Dist, 505326",M Shivaji,M Shivaji,Amarender Reddy,"House No 1 1 25 2 Jagtial Road, Opposite Amrutha Appartment, Korutla Jagtial Dist, 505326",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Korutla
,38,Telangana,Hyderabad,Trends Footwear,1915,Kompally (Suchitra),Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"Plot No 119/ Part Sy No 91, 92 & 93 Gre,Near Suchitra Circle Kompally,Jeedimetla Village Quthbullapur,Hyderabad-500014.",Sravan Alampally,Sravan Alampally,Santhosh Reddy,"Plot No 119/ Part Sy No 91, 92 & 93 Gre,Near Suchitra Circle Kompally,Jeedimetla Village Quthbullapur,Hyderabad-500014.",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,39,Telangana,Hyderabad,Smart,2977,Old Alwal,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"RRL Super  Old Alwal RR Dist,CYSR Gardens  5-15/1Sy No 51/E Alwal Circle Malkajgiri Mandal,Alwal Village  GHMC  RR Dist Telangana 500010",Sravan Alampally,Sravan Alampally,Santhosh Reddy,"RRL Super  Old Alwal RR Dist,CYSR Gardens  5-15/1Sy No 51/E Alwal Circle Malkajgiri Mandal,Alwal Village  GHMC  RR Dist Telangana 500010",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,40,Telangana,Hyderabad,Digital,8661,Suchitra,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"SM:Mohan Vadde-8008404239, RDRL Suchitra Junction Kompally Hyd, Reliance Digital Retail Ltd, Plot No:5,6,7,10,11 & 12, Block-G, Survey No's:91,92 & 93, Jeedi Matta Village, Quthbullapur Mandal, Hyderabad:500014.",Sravan Alampally,Sravan Alampally,Santhosh Reddy,"SM:Mohan Vadde-8008404239, RDRL Suchitra Junction Kompally Hyd, Reliance Digital Retail Ltd, Plot No:5,6,7,10,11 & 12, Block-G, Survey No's:91,92 & 93, Jeedi Matta Village, Quthbullapur Mandal, Hyderabad:500014.",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,41,Telangana,Hyderabad,Trends,5801,Kompally,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"Jeedimelta Village, Qutubullapur Mandal,GHMC, Ranga Reddy Dist",Sravan Alampally,Sravan Alampally,Santhosh Reddy,"Jeedimelta Village, Qutubullapur Mandal,GHMC, Ranga Reddy Dist",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,42,Telangana,Hyderabad,Fresh Signature,3213,Neredmet,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"Kalyan Palace, M.No 37-40, 37-40/2 & 37-41, Plot No's 353,355 & 357, Survey No 218/1, Defence Colony, Malkajgiri Municipality, Ranga Reddy District,Pin Code-524003",Sravan Alampally,Sravan Alampally,Santhosh Reddy,"Kalyan Palace, M.No 37-40, 37-40/2 & 37-41, Plot No's 353,355 & 357, Survey No 218/1, Defence Colony, Malkajgiri Municipality, Ranga Reddy District,Pin Code-524003",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,43,Telangana,Hyderabad,Digital,8768,Vikrampuri,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"Reliace Digital,M. No. 3-45-166  Plot D1,Vikrampuri Co-op Hsg Bldg Society,Vikrampuri Kharkana,Secundrabad,Hyderabad,Telangana-500009",Sravan Alampally,Sravan Alampally,Santhosh Reddy,"Reliace Digital,M. No. 3-45-166  Plot D1,Vikrampuri Co-op Hsg Bldg Society,Vikrampuri Kharkana,Secundrabad,Hyderabad,Telangana-500009",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,44,Telangana,Hyderabad,Ware house,WH14,Cherlapally,Qwik Supply Chain Private Limited,36AAACF5232A1ZA,36,"RRL Hyderabgad EPC Warehouse,Reliance Retail Limited,Plot Nos 42 & 43, Phase V (Part B) Ida Cherlapally,""Ghatkesar Mandal, Cherlapally"",Under Municipal Limits Of Apiic-Iala-500051,Hyderabad",Sravan Alampally,Sravan Alampally,Santhosh Reddy,"RRL Hyderabgad EPC Warehouse,Reliance Retail Limited,Plot Nos 42 & 43, Phase V (Part B) Ida Cherlapally,""Ghatkesar Mandal, Cherlapally"",Under Municipal Limits Of Apiic-Iala-500051,Hyderabad",Qwik Supply Chain Private Limited,Telangana,36AAACF5232A1ZA,Hyderabad
,45,Telangana,Hyderabad,Smart Point,FR5R,Lothukunta,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"SMART POINT-HYDERABAD-LOTHKUNTA,Reliance Retail Limited,S.NO. 191 H# 16-146/G1 & G2(PART),ALWAL MANDAL RR DIST,HYDERABAD-500047",Sravan Alampally,Sravan Alampally,Santhosh Reddy,"SMART POINT-HYDERABAD-LOTHKUNTA,Reliance Retail Limited,S.NO. 191 H# 16-146/G1 & G2(PART),ALWAL MANDAL RR DIST,HYDERABAD-500047",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,46,Telangana,Hyderabad,Smart Bazaar,FRBH,Kompally,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"Smart Bazaar HYDERABAD KOMPALLY,SB Hyderabad Kompally Quthabul,Survey No 131 Quthabulapur Mandal Raga,Reddy Dist Beside Runway 9 Kompally,HYDERABAD-500014",prasad,prasad,Santhosh Reddy,"Smart Bazaar HYDERABAD KOMPALLY,SB Hyderabad Kompally Quthabul,Survey No 131 Quthabulapur Mandal Raga,Reddy Dist Beside Runway 9 Kompally,HYDERABAD-500014",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,47,Telangana,Hyderabad,Centro warehouse DC,SAGX,Balanagar,V Retail Limited,36AACCV9907G1Z2,36,"Ground Floor, IDA Kukatpally, TSIIC Industrial Area, Quthbullapur village, quthbullapur mandal, Medchal Malkajgiri, Telangana,500037",Sravan Alampally,Sravan Alampally,Santhosh Reddy,"Ground Floor, IDA Kukatpally, TSIIC Industrial Area, Quthbullapur village, quthbullapur mandal, Medchal Malkajgiri, Telangana,500037",V Retail Limited,Telangana,36AACCV9907G1Z2,Hyderabad
,48,Telangana,Hyderabad,Yousta,T5DV,Kompally,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,Shoe stores,Sravan Alampally,Sravan Alampally,Santhosh Reddy,Shoe stores,Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,49,Telangana,Hyderabad,Digital,T750,Balanagar,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"Reliance Digital, Balanagar,Ground & First Floor Sy No 30 (P),IDPL Colony Balanagar Mandal & Village Ranga Reddy,Telangana-500037",Sravan Alampally,Sravan Alampally,Santhosh Reddy,"Reliance Digital, Balanagar,Ground & First Floor Sy No 30 (P),IDPL Colony Balanagar Mandal & Village Ranga Reddy,Telangana-500037",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,50,Telangana,Hyderabad,Centro Shoes,T9IF,Centro Kompally,V Retail Limited,36AACCV9907G1Z2,36,"Ground Floor, Door No. 04-050/NR, Petbasheerabad, Kompally, Hyderabad",Sravan Alampally,Sravan Alampally,Santhosh Reddy,"Ground Floor, Door No. 04-050/NR, Petbasheerabad, Kompally, Hyderabad",V Retail Limited,Telangana,36AACCV9907G1Z2,Hyderabad
,51,Telangana,Hyderabad,Centro Shoes,T9IJ,Centro Karkhana,V Retail Limited,36AACCV9907G1Z2,36,"D.No. 59-1-2-1,Kakaguda Main Road Kharkhana,SECUNDERABAD,500009.",Sravan Alampally,Sravan Alampally,Santhosh Reddy,"D.No. 59-1-2-1,Kakaguda Main Road Kharkhana,SECUNDERABAD,500009.",V Retail Limited,Telangana,36AACCV9907G1Z2,Hyderabad
